function_name,file,line_number,return_type,category,subcategory,fuzzing_priority,complexity,is_public_api,is_static,description,full_signature, fuzzed
unixepochFunc,date.c,1169,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixepochFunc(, False
unknownFunc,func.c,1745,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unknownFunc(, False
unmapColumnIdlistNames,alter.c,861,void,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static void unmapColumnIdlistNames(, False
upperFunc,func.c,504,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void upperFunc(sqlite3_context *context, int argc, sqlite3_value **argv){", False
uriParameter,main.c,4837,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return uriParameter(zFilename, zParam);", False
validJulianDay,date.c,458,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int validJulianDay(sqlite3_int64 iJD){, False
versionFunc,func.c,994,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void versionFunc(, False
vfslogAccess,test_osinst.c,166,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogAccess(sqlite3_vfs*, const char *zName, int flags, int *);", False
vfslogAccess,test_osinst.c,526,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vfslogAccess(, False
vfslogClose,test_osinst.c,143,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vfslogClose(sqlite3_file*);, False
vfslogClose,test_osinst.c,255,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vfslogClose(sqlite3_file *pFile){, False
vfslogCurrentTime,test_osinst.c,174,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogCurrentTime(sqlite3_vfs*, double*);", False
vfslogCurrentTime,test_osinst.c,605,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogCurrentTime(sqlite3_vfs *pVfs, double *pTimeOut){", False
vfslogCurrentTimeInt64,test_osinst.c,177,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,"static int vfslogCurrentTimeInt64(sqlite3_vfs*, sqlite3_int64*);", False
vfslogCurrentTimeInt64,test_osinst.c,612,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,"static int vfslogCurrentTimeInt64(sqlite3_vfs *pVfs, sqlite3_int64 *p){", False
vfslogDeviceCharacteristics,test_osinst.c,154,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int vfslogDeviceCharacteristics(sqlite3_file*);, False
vfslogDeviceCharacteristics,test_osinst.c,420,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int vfslogDeviceCharacteristics(sqlite3_file *pFile){, False
vfslogDlClose,test_osinst.c,171,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void vfslogDlClose(sqlite3_vfs*, void*);", False
vfslogDlClose,test_osinst.c,582,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void vfslogDlClose(sqlite3_vfs *pVfs, void *pHandle){", False
vfslogDlError,test_osinst.c,169,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void vfslogDlError(sqlite3_vfs*, int nByte, char *zErrMsg);", False
vfslogDlError,test_osinst.c,568,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void vfslogDlError(sqlite3_vfs *pVfs, int nByte, char *zErrMsg){", False
vfslogFileControl,test_osinst.c,152,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogFileControl(sqlite3_file*, int op, void *pArg);", False
vfslogFileControl,test_osinst.c,394,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogFileControl(sqlite3_file *pFile, int op, void *pArg){", False
vfslogFileSize,test_osinst.c,148,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogFileSize(sqlite3_file*, sqlite3_int64 *pSize);", False
vfslogFileSize,test_osinst.c,338,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogFileSize(sqlite3_file *pFile, sqlite_int64 *pSize){", False
vfslogFullPathname,test_osinst.c,167,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogFullPathname(sqlite3_vfs*, const char *zName, int, char *zOut);", False
vfslogFullPathname,test_osinst.c,547,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int vfslogFullPathname(, False
vfslogGetLastError,test_osinst.c,176,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogGetLastError(sqlite3_vfs*, int, char *);", False
vfslogGetLastError,test_osinst.c,609,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogGetLastError(sqlite3_vfs *pVfs, int a, char *b){", False
vfslogOpen,test_osinst.c,164,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogOpen(sqlite3_vfs*, const char *, sqlite3_file*, int , int *);", False
vfslogOpen,test_osinst.c,480,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vfslogOpen(, False
vfslogRandomness,test_osinst.c,172,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogRandomness(sqlite3_vfs*, int nByte, char *zOut);", False
vfslogRandomness,test_osinst.c,590,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vfslogRandomness(sqlite3_vfs *pVfs, int nByte, char *zBufOut){", False
vfslogRead,test_osinst.c,144,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogRead(sqlite3_file*, void*, int iAmt, sqlite3_int64 iOfst);", False
vfslogRead,test_osinst.c,272,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vfslogRead(, False
vfslogSectorSize,test_osinst.c,153,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int vfslogSectorSize(sqlite3_file*);, False
vfslogSectorSize,test_osinst.c,406,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int vfslogSectorSize(sqlite3_file *pFile){, False
vfslogShmBarrier,test_osinst.c,158,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void vfslogShmBarrier(sqlite3_file*);, False
vfslogShmBarrier,test_osinst.c,457,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void vfslogShmBarrier(sqlite3_file *pFile){, False
vfslogShmMap,test_osinst.c,157,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogShmMap(sqlite3_file *pFile,int,int,int,volatile void **);", False
vfslogShmMap,test_osinst.c,441,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vfslogShmMap(, False
vfslogShmUnmap,test_osinst.c,159,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogShmUnmap(sqlite3_file *pFile, int deleteFlag);", False
vfslogShmUnmap,test_osinst.c,465,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogShmUnmap(sqlite3_file *pFile, int deleteFlag){", False
vfslogSleep,test_osinst.c,173,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogSleep(sqlite3_vfs*, int microseconds);", False
vfslogSleep,test_osinst.c,598,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogSleep(sqlite3_vfs *pVfs, int nMicro){", False
vfslogSync,test_osinst.c,147,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogSync(sqlite3_file*, int flags);", False
vfslogSync,test_osinst.c,324,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogSync(sqlite3_file *pFile, int flags){", False
vfslogTruncate,test_osinst.c,146,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogTruncate(sqlite3_file*, sqlite3_int64 size);", False
vfslogTruncate,test_osinst.c,310,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogTruncate(sqlite3_file *pFile, sqlite_int64 size){", False
vfslogWrite,test_osinst.c,145,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vfslogWrite(sqlite3_file*,const void*,int iAmt, sqlite3_int64 iOfst);", False
vfslogWrite,test_osinst.c,291,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vfslogWrite(, False
vfslog_call,test_osinst.c,249,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void vfslog_call(sqlite3_vfs *, int, int, sqlite3_int64, int, int, int);", False
vfslog_call,test_osinst.c,651,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void vfslog_call(, False
vfslog_finalize,test_osinst.c,690,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void vfslog_finalize(VfslogVfs *p){, False
vfslog_flush,test_osinst.c,616,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void vfslog_flush(VfslogVfs *p){, False
vfslog_string,test_osinst.c,250,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void vfslog_string(sqlite3_vfs *, const char *);", False
vfslog_string,test_osinst.c,675,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void vfslog_string(sqlite3_vfs *pVfs, const char *zStr){", False
vfslog_time,test_osinst.c,223,sqlite3_uint64,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static sqlite3_uint64 vfslog_time(){, False
vfslog_time,test_osinst.c,238,sqlite3_uint64,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static sqlite3_uint64 vfslog_time(){, False
vfslog_time,test_osinst.c,244,sqlite3_uint64,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static sqlite3_uint64 vfslog_time(){, False
vlogClose,test_osinst.c,949,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vlogClose(sqlite3_vtab_cursor *pCursor){, False
vlogColumn,test_osinst.c,1032,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vlogColumn(, False
vlogConnect,test_osinst.c,862,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vlogConnect(, False
vlogDisconnect,test_osinst.c,923,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vlogDisconnect(sqlite3_vtab *pVtab){, False
vlogEof,test_osinst.c,1015,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vlogEof(sqlite3_vtab_cursor *pCursor){, False
vlogFilter,test_osinst.c,1021,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vlogFilter(, False
vlogNext,test_osinst.c,964,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int vlogNext(sqlite3_vtab_cursor *pCursor){, False
vlogNext,test_osinst.c,1029,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return vlogNext(pCursor);, False
vlogOpen,test_osinst.c,936,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vlogOpen(sqlite3_vtab *pVTab, sqlite3_vtab_cursor **ppCursor){", False
vlogRowid,test_osinst.c,1064,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int vlogRowid(sqlite3_vtab_cursor *pCursor, sqlite_int64 *pRowid){", False
void,test_demovfs.c,572,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*demoDlSym(sqlite3_vfs *pVfs, void *pH, const char *z))(void){", False
void,os_win.c,6425,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*winDlSym(sqlite3_vfs *pVfs,void *pH,const char *zSym))(void){", False
void,test_osinst.c,170,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*vfslogDlSym(sqlite3_vfs *pVfs, void *p, const char*zSym))(void);", False
void,test_osinst.c,575,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*vfslogDlSym(sqlite3_vfs *pVfs, void *p, const char *zSym))(void){", False
void,test_devsym.c,69,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*devsymDlSym(sqlite3_vfs*,void*, const char *zSymbol))(void);", False
void,test_devsym.c,313,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*devsymDlSym(sqlite3_vfs *pVfs, void *p, const char *zSym))(void){", False
void,test_vfs.c,185,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*tvfsDlSym(sqlite3_vfs*,void*, const char *zSymbol))(void);", False
void,test_vfs.c,792,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*tvfsDlSym(sqlite3_vfs *pVfs, void *p, const char *zSym))(void){", False
void,memdb.c,129,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*memdbDlSym(sqlite3_vfs *pVfs, void *p, const char*zSym))(void);", False
void,memdb.c,687,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*memdbDlSym(sqlite3_vfs *pVfs, void *p, const char *zSym))(void){", False
void,test_onefile.c,169,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*fsDlSym(sqlite3_vfs*,void*, const char *zSymbol))(void);", False
void,test_onefile.c,777,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*fsDlSym(sqlite3_vfs *pVfs, void *pH, const char *zSym))(void){", False
void,test_multiplex.c,668,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*multiplexDlSym(sqlite3_vfs *a, void *b, const char *c))(void){", False
void,test6.c,691,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*cfDlSym(sqlite3_vfs *pCfVfs, void *pH, const char *zSym))(void){", False
void,os_unix.c,7010,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*unixDlSym(sqlite3_vfs *NotUsed, void *p, const char*zSym))(void){", False
void,test_journal.c,157,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*jtDlSym(sqlite3_vfs*,void*, const char *zSymbol))(void);", False
void,test_journal.c,792,static,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void (*jtDlSym(sqlite3_vfs *pVfs, void *p, const char *zSym))(void){", False
vtabCallConstructor,vtab.c,557,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int vtabCallConstructor(, False
vxworksReleaseFileId,os_unix.c,1170,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void vxworksReleaseFileId(struct vxworksFileId *pId){, False
vxworksSimplifyName,os_unix.c,1094,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int vxworksSimplifyName(char *z, int n){", False
walkWindowList,walker.c,25,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int walkWindowList(Walker *pWalker, Window *pList, int bOneOnly){", False
winAccess,os_win.c,5494,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int winAccess(, False
winAccess,os_win.c,5942,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int winAccess(, False
winClose,os_win.c,2884,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int winClose(sqlite3_file *id){, False
winCloseSharedMemory,os_win.c,4413,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int winCloseSharedMemory(winFile *pDbFd, int deleteFlag){", False
winCloseSharedMemory,os_win.c,4575,return,Other,Unknown,Low,Medium,False,False,Unknown function in Other subsystem,"return winCloseSharedMemory((winFile*)fd, deleteFlag);", False
winCurrentTime,os_win.c,6595,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int winCurrentTime(sqlite3_vfs *pVfs, double *prNow){", False
